lat,long,F_ID,NumFat,FAT_ID,NumZone,OLT_ID,AddrZone
34.20926616,43.90158356,FAT13-FTK0054,13,FAT13,54,FTK0054,حي القادسية
34.21036333,43.90154012,FAT14-FTK0054,14,FAT14,54,FTK0054,حي القادسية
34.21050219,43.90091517,FAT15-FTK0054,15,FAT15,54,FTK0054,حي القادسية
34.21058714,43.90154464,FAT16-FTK0054,16,FAT16,54,FTK0054,حي القادسية
34.20992664,43.90070884,FAT17-FTK0054,17,FAT17,54,FTK0054,حي القادسية
34.21160624,43.89903732,FAT18-FTK0054,18,FAT18,54,FTK0054,حي القادسية
34.21159311,43.89755328,FAT19-FTK0054,19,FAT19,54,FTK0054,حي القادسية
34.21027427,43.90013041,FAT20-FTK0054,20,FAT20,54,FTK0054,حي القادسية
34.21035087,43.89951082,FAT21-FTK0054,21,FAT21,54,FTK0054,حي القادسية
34.20891,43.8993,FAT22-FTK0054,22,FAT22,54,FTK0054,حي القادسية
34.21094133,43.8997036,FAT23-FTK0054,23,FAT23,54,FTK0054,حي القادسية
34.21155375,43.89862708,FAT24-FTK0054,24,FAT24,54,FTK0054,حي القادسية
34.21093627,43.89768055,FAT25-FTK0054,25,FAT25,54,FTK0054,حي القادسية
34.20791,43.89781,FAT26-FTK0054,26,FAT26,54,FTK0054,حي القادسية
34.20858,43.89874,FAT27-FTK0054,27,FAT27,54,FTK0054,حي القادسية
34.20897,43.8987,FAT28-FTK0054,28,FAT28,54,FTK0054,حي القادسية
34.20903858,43.89823783,FAT29-FTK0054,29,FAT29,54,FTK0054,حي القادسية
34.20978893,43.89763533,FAT30-FTK0054,30,FAT30,54,FTK0054,حي القادسية
34.20791,43.8974,FAT31-FTK0054,31,FAT31,54,FTK0054,حي القادسية
34.21210267,43.89693277,FAT32-FTK0054,32,FAT32,54,FTK0054,حي القادسية
34.21225,43.89606001,FAT33-FTK0054,33,FAT33,54,FTK0054,حي القادسية
34.21235,43.89436003,FAT34-FTK0054,34,FAT34,54,FTK0054,حي القادسية
34.20554,43.89543,FAT35-FTK0054,35,FAT35,54,FTK0054,حي القادسية
34.20603,43.89547,FAT36-FTK0054,36,FAT36,54,FTK0054,حي القادسية
34.20948048,43.89617048,FAT37-FTK0054,37,FAT37,54,FTK0054,حي القادسية
34.20992,43.89660001,FAT38-FTK0054,38,FAT38,54,FTK0054,حي القادسية
34.20758,43.89579,FAT39-FTK0054,39,FAT39,54,FTK0054,حي القادسية
